start_position;0;22.32;-20.48;14.75;0.00;0.00;0.00
inside_level11_path_with_masks_surrounding;0;-4.18;2.15;16.51;0.00;0.00;0.00
inside_level11_path_with_masks_road;0;73.99;-0.19;3.19;0.00;0.00;0.00
inside_level11_path_with_masks_road;1;-7.36;2.63;1.35;0.00;-0.00;-30.00
inside_level11_path_with_masks_Pelare_v1;0;17.57;-14.47;6.91;0.00;0.00;0.00
inside_level11_path_with_masks_Pelare_v1;1;22.14;-7.92;6.91;0.00;0.00;0.00
inside_level11_path_with_masks_Pelare_v1;2;18.84;-5.63;6.90;0.00;0.00;0.00
inside_level11_path_with_masks_Pelare_v1;3;15.56;-3.28;6.35;-5.96;-8.39;0.06
inside_level11_path_with_masks_Pelare_v1;4;11.02;-9.83;6.53;-3.49;-7.59;-2.21
inside_level11_path_with_masks_Pelare_v1;5;14.32;-12.15;6.91;0.00;0.00;0.00
inside_level11_path_with_masks_Pelare_v1;6;1.74;-7.66;2.91;0.00;0.00;0.00
inside_level11_path_with_masks_Pelare_v1;7;-4.25;-0.14;2.81;0.00;0.00;0.00
inside_level11_path_with_masks_Pelare_v1;9;-8.17;7.72;2.81;0.00;0.00;0.00
inside_level11_path_with_masks_Pelare_v1;10;-8.22;-0.22;2.81;0.00;0.00;0.00
inside_level11_path_with_masks_Pelare_v1;11;-10.20;-0.17;2.81;0.00;0.00;0.00
inside_level11_path_with_masks_Pelare_v1;12;-10.15;7.77;2.81;0.00;0.00;0.00
inside_level11_path_with_masks_Pelare_v1;13;-14.18;-0.17;2.79;0.00;0.00;0.00
inside_level11_path_with_masks_Pelare_v1;14;-14.18;7.84;2.79;0.00;0.00;0.00
inside_level11_path_with_masks_Pelare_v1;15;-14.18;9.94;2.79;0.00;0.00;0.00
inside_level11_path_with_masks_Pelare_v1;16;-14.18;9.94;4.85;0.00;0.00;0.00
inside_level11_path_with_masks_Pelare_v1;17;-14.18;7.84;4.85;0.00;0.00;0.00
inside_level11_path_with_masks_block;2;-22.40;3.47;3.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;3;-22.40;5.47;3.00;90.00;-0.00;0.00
inside_level11_path_with_masks_block;4;-22.40;7.47;3.00;90.00;-0.00;0.00
