inside_level6_chair_pillar;0;-6.00;18.00;1.00;90.00;-0.00;0.00
inside_level6_chair_pillar;1;5.00;5.00;1.00;90.00;-0.00;0.00
inside_level6_chair_pillar;2;-5.00;5.00;1.00;90.00;-0.00;0.00
inside_level6_chair_pillar;3;5.00;5.00;3.00;90.00;-0.00;0.00
inside_level6_chair_pillar;4;-5.00;5.00;3.00;90.00;-0.00;0.00
inside_level6_chair_pillar;5;-5.00;-5.00;3.00;90.00;-0.00;0.00
inside_level6_chair_pillar;7;-5.00;-5.00;1.00;90.00;-0.00;0.00
inside_level6_chair_pillar;11;-5.00;-5.00;9.00;90.00;-0.00;0.00
inside_level6_chair_pillar;12;-5.00;-5.00;7.00;90.00;-0.00;0.00
inside_level6_chair_pillar;14;-5.00;-5.00;-1.00;90.00;-0.00;0.00
inside_level6_chair_pillar;15;-5.00;5.00;-1.00;90.00;-0.00;0.00
inside_level6_chair_pillar;16;5.00;5.00;-1.00;90.00;-0.00;0.00
inside_level6_chair_pillar;17;5.00;5.00;26.00;90.00;-0.00;0.00
inside_level6_chair_pillar;18;-5.00;5.00;26.00;90.00;-0.00;0.00
inside_level6_chair_pillar;20;5.00;-5.00;26.00;90.00;-0.00;0.00
inside_level6_chair_pillar;21;5.00;-5.00;24.00;90.00;-0.00;0.00
inside_level6_chair_pillar;23;-5.00;5.00;24.00;90.00;-0.00;0.00
inside_level6_chair_pillar;24;5.00;5.00;24.00;90.00;-0.00;0.00
inside_level6_chair_pillar;25;5.00;5.00;22.00;90.00;-0.00;0.00
inside_level6_chair_pillar;26;-5.00;5.00;22.00;90.00;-0.00;0.00
inside_level6_chair_pillar;27;-5.00;-5.00;22.00;90.00;-0.00;0.00
inside_level6_chair_pillar;28;5.00;-5.00;22.00;90.00;-0.00;0.00
inside_level6_chair_pillar;29;-5.00;5.00;18.00;90.00;-0.00;0.00
inside_level6_chair_pillar;30;-5.00;5.00;9.00;90.00;-0.00;0.00
inside_level6_chair_pillar;31;-5.00;5.00;7.00;90.00;-0.00;0.00
inside_level6_chair_pillar;32;-5.00;5.00;11.00;90.00;-0.00;0.00
inside_level6_chair_pillar;33;-5.00;-5.00;14.00;90.00;-0.00;0.00
inside_level6_chair_pillar;34;-5.00;-5.00;11.00;90.00;-0.00;0.00
inside_level6_chair_pillar;35;-5.00;-5.00;16.00;90.00;-0.00;0.00
inside_level6_chair_pillar;36;-5.00;-5.00;18.00;90.00;-0.00;0.00
inside_level6_chair_pillar2;0;-9.00;18.00;1.00;90.00;-0.00;0.00
inside_level6_chair_statue_Cylinder;0;-5.00;-5.00;24.00;270.00;0.00;-0.00
inside_level6_chair_statue_Cylinder;1;-5.00;5.00;16.00;90.00;-0.00;0.00
inside_level6_chair_statue_Cylinder;42;5.00;-5.00;3.00;90.00;-0.00;0.00
text_tag_hint;0;-2.70;5.12;15.77;0.00;0.00;0.00
text_tag_hint;1;-6.70;-1.88;24.77;0.00;0.00;0.00
text_tag_hint;2;5.30;-2.88;1.77;0.00;0.00;0.00
start_position;0;12.32;0.52;3.75;0.00;-0.00;115.00
inside_level6_chair_bigskybox;0;0.00;0.00;21.00;90.00;-0.00;0.00
inside_level6_chair_platoe;0;-5.00;-3.00;12.00;90.00;-0.00;0.00
inside_level6_chair_krigarnas_Cube;5;13.00;0.00;-12.00;90.00;-0.00;0.00
inside_level6_chair_skybox;0;0.50;0.50;11.50;90.00;-0.00;0.00
inside_level6_chair_block;0;-0.00;18.00;1.00;90.00;-0.00;0.00
inside_level6_chair_big_block;1;0.00;5.00;20.00;90.00;-0.00;0.00
inside_level6_chair_big_block;2;0.00;5.00;5.00;90.00;-0.00;0.00
inside_level6_chair_big_block;3;0.00;-5.00;5.00;90.00;-0.00;0.00
inside_level6_chair_big_block;0;0.00;-5.00;20.00;90.00;-0.00;0.00
mask;0;-5.01;-3.86;15.91;180.00;-0.00;180.00
mask;1;2.01;-5.14;18.91;-90.00;-0.00;-105.00
mask;2;-1.01;6.14;19.91;180.00;-0.00;180.00
mask;3;5.09;4.99;6.14;90.00;-0.00;90.00
mask;4;2.09;-4.99;21.14;90.00;-0.00;90.00
mask;7;-6.14;4.99;0.91;180.00;-0.00;270.00
mask;8;-0.99;-6.14;4.91;180.00;-0.00;0.00
mask;9;-4.99;3.86;22.91;180.00;-0.00;0.00
mask;10;-4.99;-0.14;11.91;-90.00;-0.00;0.00
mask;11;2.09;0.01;0.14;90.00;-0.00;90.00
fog_tag;0;0.00;0.00;13.00;0.00;0.00;0.00
inside_level6_chair_stair;0;3.00;18.00;1.00;90.00;-0.00;0.00
