inside_level1_stair;0;7.00;3.00;1.00;90.00;0.00;180.00
inside_level1_stair;1;-5.00;-1.00;1.00;90.00;0.00;180.00
inside_level1_stair;2;-3.00;-1.00;1.00;90.00;0.00;180.00
inside_level1_stair;3;-7.00;-1.00;1.00;90.00;0.00;180.00
inside_level1_stair;4;1.00;-1.00;1.00;90.00;0.00;180.00
inside_level1_stair;5;3.00;-1.00;1.00;90.00;0.00;180.00
inside_level1_stair;6;7.00;-1.00;1.00;90.00;0.00;180.00
inside_level1_stair;7;9.00;-1.00;1.00;90.00;0.00;180.00
inside_level1_stair;8;9.00;-1.00;1.00;90.00;0.00;180.00
inside_level1_stair;9;9.00;3.00;3.00;90.00;0.00;180.00
inside_level1_stair;10;11.00;3.00;3.00;90.00;0.00;180.00
inside_level1_stair;11;3.00;3.00;3.00;90.00;0.00;180.00
inside_level1_stair;12;1.00;3.00;3.00;90.00;0.00;180.00
inside_level1_stair;13;-5.00;3.00;3.00;90.00;0.00;180.00
inside_level1_stair;14;-7.00;3.00;3.00;90.00;0.00;180.00
inside_level1_stair;15;-1.00;-1.00;1.00;90.00;0.00;180.00
inside_level1_stair;16;5.00;-1.00;1.00;90.00;0.00;180.00
inside_level1_stair;17;11.00;-1.00;1.00;90.00;0.00;180.00
inside_level1_stair;18;-3.00;3.00;1.00;90.00;0.00;180.00
inside_level1_stair;19;-1.00;3.00;1.00;90.00;0.00;180.00
inside_level1_stair;20;5.00;3.00;1.00;90.00;0.00;180.00
inside_level1_fog_tag;0;5.11;-8.76;1.25;90.00;0.00;0.00
inside_level1_mask;1;2.00;5.00;6.00;95.00;-0.00;0.00
inside_level1_mask;3;6.00;1.00;1.00;95.00;-0.00;0.00
inside_level1_mask;4;-2.00;1.00;1.00;95.00;-0.00;0.00
inside_level1_mask;6;1.00;-10.00;7.00;180.00;0.00;90.00
inside_level1_mask;7;10.00;-6.00;7.00;180.00;0.00;270.00
inside_level1_mask;0;-1.00;-10.00;7.00;180.00;0.00;270.00
inside_level1_start_position;0;16.32;-17.48;4.75;0.00;-0.00;0.00
inside_level1_between_stairs;1;-7.00;1.00;1.00;0.00;0.00;0.00
inside_level1_between_stairs;2;-5.00;1.00;1.00;0.00;0.00;0.00
inside_level1_between_stairs;3;1.00;1.00;1.00;0.00;0.00;0.00
inside_level1_between_stairs;4;3.00;1.00;1.00;0.00;0.00;0.00
inside_level1_between_stairs;5;9.00;1.00;1.00;0.00;0.00;0.00
inside_level1_between_stairs;6;11.00;1.00;1.00;0.00;0.00;0.00
inside_level1_pillar;0;0.00;-10.00;1.00;90.00;-0.00;0.00
inside_level1_pillar;1;0.00;-10.00;3.00;90.00;-0.00;0.00
inside_level1_pillar;2;0.00;-10.00;5.00;90.00;-0.00;0.00
inside_level1_pillar;3;0.00;-10.00;7.00;90.00;-0.00;0.00
inside_level1_pillar;4;11.00;-6.00;1.00;90.00;-0.00;0.00
inside_level1_pillar;5;11.00;-6.00;3.00;90.00;-0.00;0.00
inside_level1_pillar;6;11.00;-6.00;5.00;90.00;-0.00;0.00
inside_level1_pillar;7;11.00;-6.00;7.00;90.00;-0.00;0.00
inside_level1_back_wall;0;-7.00;5.00;1.00;0.00;0.00;0.00
inside_level1_walls;0;6.00;-9.00;14.00;90.00;-0.00;0.00
inside_level1_Empty;0;-4.55;6.00;11.26;0.00;0.00;0.00
inside_level1_Empty;1;-27.55;-13.00;10.26;0.00;0.00;0.00
inside_level1_Empty;2;-37.55;-22.00;6.26;0.00;0.00;0.00
inside_level1_Empty;3;-49.55;-34.00;2.26;0.00;0.00;0.00
inside_level1_Empty;4;-64.55;-48.00;-2.74;0.00;0.00;0.00
inside_level1_Empty;5;-72.55;-55.00;-4.74;0.00;0.00;0.00
